Customer ID,first_name,last_name,email,city,credit_score,created_at,Date of Birth,Gender,Occupation,Annual Income,Branch Code,Customer Segment,Avg Monthly Balance,Current Balance,Account Type,Tenure with Bank,Risk Rating,Product Type,Product ID,Sale Date,Sales Value/Premium,Revenue Contribution,Status,Month,Quarter,Year,Seasonality Flag,Policy Type,Policy Term
YESB60965448,Neeraj,Dubey,dalbir492.rathi640@hotmail.com,"H.No 742, Main Market, Rohtak, Haryana",778,2024-11-24,1980-06-16,Female,Consultant,1811269,GGN003,High Net Worth,176431,194139,Savings,5y 10m,Low,,,,,,,,,,,,
YESB77578567,Sunil,Mittal,deepak1321.kundu807@gmail.com,"H.No 1041, VPO Meham, Jhajjar, Haryana",388,2024-02-20,1995-07-15,Male,Lawyer,508223,GGN004,SME,79585,84504,Salary,5y 7m,High,,,,,,,,,,,,
YESB63692426,Suman,Mittal,anil2264.kundu940@icloud.com,"H.No 704, Sector 14, Karnal, Haryana",662,2020-01-30,1970-08-14,Female,Teacher,1924085,GGN004,High Net Worth,211405,209766,Savings,2y 10m,Medium,,,,,,,,,,,,
YESB70338490,Balbir,Kundu,manoj6009.tomar135@icloud.com,"H.No 1218, VPO Kalanaur, Palwal, Haryana",837,2022-05-20,1965-06-07,Female,Business Owner,2106367,GGN002,High Net Worth,340108,314696,Savings,13y 7m,Low,,,,,,,,,,,,
YESB41679400,Surender,Dubey,rakesh2812.kundu580@yahoo.com,"H.No 1294, VPO Kharkhoda, Rohtak, Haryana",472,2019-06-11,1981-08-17,Female,Business Owner,2304079,GGN001,High Net Worth,197631,167873,Savings,13y 7m,High,Loan,PROD118157,2024-08-23 00:00:00,3958727,79174.54,Active,August,Q3,2024,Regular,,
YESB93765043,Vijay,Sharma,pooja5214.punia49@yahoo.com,"H.No 1159, Urban Estate, Jhajjar, Haryana",727,2019-10-17,2003-01-22,Male,Business Owner,2024417,GGN003,High Net Worth,161032,149059,Savings,7y 11m,Medium,,,,,,,,,,,,
YESB22051806,Ashok,Grewal,vikram8401.gupta230@gmail.com,"H.No 882, Urban Estate, Nuh, Haryana",754,2023-06-20,1972-11-24,Male,Engineer,1765243,GGN001,High Net Worth,308225,341871,Salary,5y 5m,Low,,,,,,,,,,,,
YESB43568117,Neeraj,Panwar,anita5873.punia843@outlook.com,"H.No 488, Jhajjar Road, Yamunanagar, Haryana",587,2021-07-17,1998-02-19,Male,Engineer,2201438,GGN001,High Net Worth,383877,404485,Salary,11y 3m,Medium,,,,,,,,,,,,
YESB29381859,Ajay,Panchal,sanjay987.bansal754@icloud.com,"H.No 1489, Model Town, Jhajjar, Haryana",671,2021-09-30,1985-05-28,Female,Farmer,2383112,GGN002,High Net Worth,175580,146298,Salary,7y 9m,Medium,Loan,PROD106718,2024-08-01 00:00:00,4755377,95107.54,Closed,August,Q3,2024,Regular,,
YESB81964083,Kavita,Dahiya,ram4908.dhankar806@yahoo.com,"H.No 618, Civil Lines, Faridabad, Haryana",761,2019-05-12,1989-12-15,Male,Government Employee,1003341,GGN005,SME,67269,67058,Savings,4y 9m,Low,,,,,,,,,,,,
YESB50457129,Jitender,Yadav,sunita8636.kundu117@icloud.com,"H.No 864, Model Town, Ambala, Haryana",426,2024-09-30,1988-05-13,Female,Consultant,1117792,GGN004,Retail,115973,134130,Savings,11y 6m,High,Credit Card,PROD108292,2024-12-06 00:00:00,0,1500,Closed,December,Q4,2024,Festive,,
YESB66659814,Anil,Beniwal,kavita2639.dhankar845@gmail.com,"H.No 1174, VPO Kharkhoda, Jhajjar, Haryana",444,2025-11-02,1965-10-20,Male,Teacher,1850963,GGN001,High Net Worth,195820,185609,Salary,4y 11m,High,Fixed Deposit,PROD107778,2023-03-17 00:00:00,848959,4244.8,Active,March,Q1,2023,FY End,,
YESB48617011,Meena,Gupta,jitender7697.deswal407@gmail.com,"H.No 578, VPO Kalanaur, Faridabad, Haryana",802,2025-05-13,1969-04-25,Male,Freelancer,1702153,GGN003,High Net Worth,286031,309070,Salary,10y 0m,Low,,,,,,,,,,,,
YESB87525037,Sunita,Beniwal,seema6865.mittal481@hotmail.com,"H.No 1251, Model Town, Kurukshetra, Haryana",626,2020-01-13,1964-08-22,Male,Consultant,819609,GGN004,SME,96882,77811,Salary,9y 1m,Medium,,,,,,,,,,,,
YESB49390268,Ashok,Dhankar,kuldeep6104.verma811@outlook.com,"H.No 272, Model Town, Jhajjar, Haryana",519,2023-12-15,1978-02-25,Male,Consultant,928773,GGN004,SME,102079,91257,Savings,3y 8m,Medium,Fixed Deposit,PROD119836,2024-10-19 00:00:00,823867,4119.34,Closed,October,Q4,2024,Festive,,
YESB68750598,Kuldeep,Duhan,balbir1274.saini917@icloud.com,"H.No 1478, Jhajjar Road, Nuh, Haryana",388,2024-07-10,1951-06-25,Male,Doctor,2266467,GGN002,High Net Worth,200742,223850,Savings,10y 3m,High,Insurance,PROD109216,2024-07-14 00:00:00,202844,30426.6,Pending,July,Q3,2024,Regular,Life,17
YESB58216857,Ashok,Gill,anita3686.bansal145@icloud.com,"H.No 983, VPO Meham, Fatehabad, Haryana",613,2022-10-11,1954-01-11,Male,Private Job,1789268,GGN003,High Net Worth,338563,303462,Salary,8y 9m,Medium,,,,,,,,,,,,
YESB17671235,Sumit,Aggarwal,manju3985.singhal795@hotmail.com,"H.No 374, VPO Meham, Palwal, Haryana",593,2023-10-02,1964-07-01,Female,Government Employee,1588108,GGN001,High Net Worth,222069,240389,Savings,10y 11m,Medium,Insurance,PROD110968,2023-09-26 00:00:00,229923,34488.45,Closed,September,Q3,2023,Regular,Life,14
YESB39582186,Kuldeep,Jangra,rahul3770.goel675@hotmail.com,"H.No 219, VPO Kharkhoda, Kurukshetra, Haryana",578,2025-10-02,1958-12-23,Female,Private Job,1372488,GGN003,Retail,83726,81779,Salary,6y 10m,Medium,,,,,,,,,,,,
YESB22617009,Seema,Beniwal,pooja221.kundu549@hotmail.com,"H.No 658, Model Town, Yamunanagar, Haryana",802,2024-12-16,1993-12-30,Male,Doctor,483269,GGN004,SME,51294,60502,Savings,11y 10m,Low,Fixed Deposit,PROD119439,2023-02-17 00:00:00,141279,706.39,Closed,February,Q1,2023,Regular,,
YESB22617009,Seema,Beniwal,pooja221.kundu549@hotmail.com,"H.No 658, Model Town, Yamunanagar, Haryana",802,2024-12-16,1993-12-30,Male,Doctor,483269,GGN004,SME,51294,60502,Savings,11y 10m,Low,Mutual Fund,PROD123408,2023-10-13 00:00:00,360513,3605.13,Active,October,Q4,2023,Festive,,
YESB90251052,Rakesh,Bhardwaj,suman5738.deswal542@outlook.com,"H.No 1404, VPO Kharkhoda, Rewari, Haryana",817,2020-04-02,2005-02-15,Female,Lawyer,2453105,GGN005,High Net Worth,221339,235095,Savings,8y 9m,Low,,,,,,,,,,,,
YESB20554793,Ram,Gupta,reena680.malik946@yahoo.com,"H.No 640, Main Market, Charkhi Dadri, Haryana",587,2022-07-15,2005-06-05,Male,Farmer,1068649,GGN004,Retail,195111,193101,Salary,10y 5m,Medium,,,,,,,,,,,,
YESB55378959,Sandeep,Jat,sunil9233.rathi290@icloud.com,"H.No 1162, Railway Road, Panipat, Haryana",302,2021-04-05,1958-08-24,Male,Farmer,2207894,GGN005,High Net Worth,124319,106777,Salary,13y 1m,High,Credit Card,PROD109472,2023-08-03 00:00:00,0,1500,Active,August,Q3,2023,Regular,,
YESB30073211,Jitender,Deswal,anil3110.dhankar657@hotmail.com,"H.No 1312, Urban Estate, Kurukshetra, Haryana",579,2020-04-08,1992-03-06,Male,Freelancer,1559354,GGN005,High Net Worth,180695,149131,Savings,1y 2m,Medium,Loan,PROD108113,2024-11-28 00:00:00,3983643,79672.86,Active,November,Q4,2024,Festive,,
YESB30073211,Jitender,Deswal,anil3110.dhankar657@hotmail.com,"H.No 1312, Urban Estate, Kurukshetra, Haryana",579,2020-04-08,1992-03-06,Male,Freelancer,1559354,GGN005,High Net Worth,180695,149131,Savings,1y 2m,Medium,Fixed Deposit,PROD113106,2024-09-29 00:00:00,181587,907.94,Active,September,Q3,2024,Regular,,
YESB66939526,Parveen,Pandey,sanjay9703.chauhan180@gmail.com,"H.No 571, VPO Meham, Yamunanagar, Haryana",507,2021-10-03,2001-04-20,Female,Engineer,417481,GGN003,Retail,39953,43040,Salary,14y 1m,Medium,Mutual Fund,PROD103327,2024-06-23 00:00:00,187144,1871.44,Pending,June,Q2,2024,Regular,,
YESB25092677,Surender,Dahiya,parveen3265.malik701@gmail.com,"H.No 1023, VPO Kharkhoda, Fatehabad, Haryana",758,2021-05-11,1965-05-24,Female,Government Employee,2131856,GGN003,High Net Worth,190511,215895,Salary,7y 7m,Low,,,,,,,,,,,,
YESB97099191,Om,Vats,om260.chaudhary724@outlook.com,"H.No 630, Main Market, Panchkula, Haryana",541,2024-05-19,1963-04-19,Male,Teacher,2250991,GGN005,High Net Worth,365676,414140,Savings,5y 8m,Medium,Fixed Deposit,PROD104199,2024-08-30 00:00:00,979166,4895.83,Active,August,Q3,2024,Regular,,
YESB71723611,Vijay,Panchal,reena1635.sharma430@hotmail.com,"H.No 94, Railway Road, Yamunanagar, Haryana",513,2022-03-31,1964-05-04,Male,Farmer,1133906,GGN003,Retail,163155,144030,Salary,3y 2m,Medium,,,,,,,,,,,,
YESB12940618,Jitender,Panchal,reena5240.rana53@icloud.com,"H.No 1361, Civil Lines, Faridabad, Haryana",357,2024-01-16,1968-10-28,Male,Engineer,2357850,GGN003,High Net Worth,252763,223494,Savings,1y 3m,High,,,,,,,,,,,,
YESB59827732,Sunita,Panchal,rohtas8577.grewal935@icloud.com,"H.No 1202, Main Market, Kurukshetra, Haryana",346,2023-01-09,1961-12-01,Male,Doctor,2245828,GGN004,High Net Worth,215698,234734,Savings,5y 11m,High,,,,,,,,,,,,
YESB77244376,Meena,Gill,sahil800.pandey316@icloud.com,"H.No 614, VPO Kharkhoda, Rewari, Haryana",562,2020-07-28,1968-02-24,Male,Business Owner,949679,GGN004,SME,157077,184117,Salary,10y 7m,Medium,Fixed Deposit,PROD105753,2024-11-27 00:00:00,966883,4834.41,Pending,November,Q4,2024,Festive,,
YESB77244376,Meena,Gill,sahil800.pandey316@icloud.com,"H.No 614, VPO Kharkhoda, Rewari, Haryana",562,2020-07-28,1968-02-24,Male,Business Owner,949679,GGN004,SME,157077,184117,Salary,10y 7m,Medium,Loan,PROD122998,2024-12-17 00:00:00,1718514,34370.28,Pending,December,Q4,2024,Festive,,
YESB38359835,Pooja,Jangra,kuldeep7143.goel748@outlook.com,"H.No 514, VPO Meham, Charkhi Dadri, Haryana",849,2023-08-02,2005-12-04,Male,Government Employee,1462233,GGN001,Retail,176535,172718,Salary,1y 4m,Low,Fixed Deposit,PROD103651,2023-03-14 00:00:00,566808,2834.04,Closed,March,Q1,2023,FY End,,
YESB38359835,Pooja,Jangra,kuldeep7143.goel748@outlook.com,"H.No 514, VPO Meham, Charkhi Dadri, Haryana",849,2023-08-02,2005-12-04,Male,Government Employee,1462233,GGN001,Retail,176535,172718,Salary,1y 4m,Low,Fixed Deposit,PROD118500,2023-07-09 00:00:00,649360,3246.8,Pending,July,Q3,2023,Regular,,
YESB11725437,Amit,Punia,vikas1470.shukla735@hotmail.com,"H.No 1238, Railway Road, Bhiwani, Haryana",450,2023-06-14,2005-08-20,Female,Government Employee,2039146,GGN004,High Net Worth,256615,301360,Salary,11y 7m,High,Credit Card,PROD103566,2024-10-17 00:00:00,0,1500,Closed,October,Q4,2024,Festive,,
YESB34631284,Om,Hooda,suman7999.singhal54@outlook.com,"H.No 1420, Civil Lines, Bhiwani, Haryana",308,2019-04-21,2003-06-06,Female,Private Job,768861,GGN003,SME,69266,69508,Salary,4y 6m,High,,,,,,,,,,,,
YESB84288711,Rakesh,Mittal,satish9418.tomar577@outlook.com,"H.No 133, VPO Kharkhoda, Yamunanagar, Haryana",316,2022-08-31,1995-07-13,Female,Private Job,1983355,GGN005,High Net Worth,335929,339294,Savings,15y 8m,High,,,,,,,,,,,,
YESB93363385,Pawan,Tiwari,sunil1332.sangwan924@gmail.com,"H.No 1053, Urban Estate, Bhiwani, Haryana",690,2022-04-17,1973-06-17,Female,Consultant,1967792,GGN004,High Net Worth,305280,334227,Savings,1y 1m,Medium,,,,,,,,,,,,
YESB88080202,Satish,Yadav,sandeep6403.malik863@gmail.com,"H.No 639, Main Market, Fatehabad, Haryana",687,2019-12-13,1956-07-01,Male,Engineer,1222784,GGN004,SME,93639,76243,Savings,4y 4m,Medium,Fixed Deposit,PROD121414,2024-06-06 00:00:00,937243,4686.22,Active,June,Q2,2024,Regular,,
YESB61278742,Anil,Phogat,hawa6505.rana752@hotmail.com,"H.No 1260, VPO Kalanaur, Nuh, Haryana",781,2023-11-25,1984-05-12,Male,Private Job,1555019,GGN002,High Net Worth,252992,294265,Savings,4y 8m,Low,Mutual Fund,PROD107777,2024-10-30 00:00:00,180865,1808.65,Pending,October,Q4,2024,Festive,,
YESB61278742,Anil,Phogat,hawa6505.rana752@hotmail.com,"H.No 1260, VPO Kalanaur, Nuh, Haryana",781,2023-11-25,1984-05-12,Male,Private Job,1555019,GGN002,High Net Worth,252992,294265,Savings,4y 8m,Low,Insurance,PROD123624,2024-01-18 00:00:00,210445,31566.75,Closed,January,Q1,2024,Regular,Health,24
YESB66004733,Jitender,Sharma,suman6979.kundu377@icloud.com,"H.No 241, Urban Estate, Sirsa, Haryana",372,2020-09-26,1966-09-22,Female,Business Owner,1863429,GGN004,High Net Worth,120351,113789,Savings,4y 11m,High,,,,,,,,,,,,
YESB80776859,Sandeep,Mittal,krishan3835.saini885@gmail.com,"H.No 1342, Model Town, Jhajjar, Haryana",654,2025-05-17,1990-02-27,Female,Private Job,342561,GGN005,SME,23992,24030,Savings,12y 9m,Medium,Mutual Fund,PROD116464,2024-07-06 00:00:00,163670,1636.7,Active,July,Q3,2024,Regular,,
YESB33415493,Neeraj,Panwar,hawa1263.gehlot412@yahoo.com,"H.No 1055, Sector 14, Sirsa, Haryana",848,2025-11-24,1954-04-18,Male,Teacher,784941,GGN004,SME,76745,78653,Salary,15y 6m,Low,Loan,PROD102807,2024-01-25 00:00:00,3674887,73497.74,Pending,January,Q1,2024,Regular,,
YESB44098389,Satish,Dalal,vikas9971.sheoran161@outlook.com,"H.No 1489, Sector 14, Kurukshetra, Haryana",381,2022-07-21,1998-03-22,Female,Doctor,1381490,GGN004,Retail,149771,146047,Salary,13y 9m,High,Insurance,PROD112767,2023-05-24 00:00:00,206337,30950.55,Closed,May,Q2,2023,Regular,Life,24
YESB44098389,Satish,Dalal,vikas9971.sheoran161@outlook.com,"H.No 1489, Sector 14, Kurukshetra, Haryana",381,2022-07-21,1998-03-22,Female,Doctor,1381490,GGN004,Retail,149771,146047,Salary,13y 9m,High,Credit Card,PROD121637,2024-03-21 00:00:00,0,1500,Closed,March,Q1,2024,FY End,,
YESB80019842,Vijay,Kaushik,mohit7954.kaushik508@hotmail.com,"H.No 1445, Jhajjar Road, Rewari, Haryana",721,2020-04-03,1956-09-03,Male,Government Employee,728470,GGN004,Retail,56320,63377,Salary,9y 10m,Medium,,,,,,,,,,,,
YESB37951206,Kuldeep,Rana,vijay3191.dhankar201@gmail.com,"H.No 230, Sector 14, Ambala, Haryana",534,2024-12-12,1955-02-08,Female,Government Employee,377939,GGN004,Retail,34164,33095,Savings,7y 5m,Medium,,,,,,,,,,,,
YESB61015049,Manoj,Rana,vikas2816.gehlot179@icloud.com,"H.No 1127, Civil Lines, Bhiwani, Haryana",307,2021-02-05,2002-10-27,Male,Business Owner,806519,GGN003,SME,84551,97376,Salary,8y 1m,High,,,,,,,,,,,,
YESB14978687,Sanjay,Chaudhary,mohit9462.rana427@gmail.com,"H.No 1381, Sector 14, Fatehabad, Haryana",568,2025-02-15,2003-11-14,Male,Engineer,1745961,GGN001,High Net Worth,340276,335419,Salary,14y 0m,Medium,,,,,,,,,,,,
YESB45187801,Jitender,Tiwari,vijay1314.panwar492@outlook.com,"H.No 625, Jhajjar Road, Kurukshetra, Haryana",738,2022-12-17,1965-10-29,Male,Business Owner,2421877,GGN003,High Net Worth,409258,355276,Savings,4y 8m,Medium,,,,,,,,,,,,
YESB82229065,Sanjay,Rathi,rakesh7897.chauhan695@yahoo.com,"H.No 449, VPO Kalanaur, Hisar, Haryana",708,2023-04-08,1966-06-04,Male,Private Job,526088,GGN001,Retail,50603,51543,Savings,15y 9m,Medium,,,,,,,,,,,,
YESB36325398,Sunita,Ahlawat,amit855.jangra524@outlook.com,"H.No 324, VPO Meham, Panipat, Haryana",399,2020-07-21,1979-03-22,Male,Business Owner,688998,GGN004,SME,48976,44786,Savings,6y 5m,High,Mutual Fund,PROD123526,2024-09-18 00:00:00,159920,1599.2,Closed,September,Q3,2024,Regular,,
YESB41063204,Sahil,Verma,kavita8155.rathi813@hotmail.com,"H.No 820, VPO Kalanaur, Kurukshetra, Haryana",329,2022-11-30,1967-08-02,Female,Business Owner,1895292,GGN004,High Net Worth,256701,234022,Salary,6y 3m,High,,,,,,,,,,,,
YESB10745802,Jagdish,Jat,jagdish9307.mishra861@hotmail.com,"H.No 658, Jhajjar Road, Yamunanagar, Haryana",398,2025-10-01,1977-01-22,Male,Private Job,1972121,GGN005,High Net Worth,286891,334894,Salary,12y 9m,High,,,,,,,,,,,,
YESB30575670,Deepak,Aggarwal,hawa6626.sheoran69@gmail.com,"H.No 1003, VPO Kharkhoda, Gurugram, Haryana",696,2019-03-16,1955-06-18,Female,Engineer,1312607,GGN005,Retail,169288,175805,Salary,4y 8m,Medium,,,,,,,,,,,,
YESB70925765,Kavita,Gupta,seema8809.jat837@yahoo.com,"H.No 839, Civil Lines, Karnal, Haryana",376,2025-07-07,1987-05-08,Male,Farmer,1279632,GGN005,Retail,163022,145590,Savings,5y 11m,High,Loan,PROD105056,2024-02-15 00:00:00,615771,12315.42,Active,February,Q1,2024,Regular,,
YESB70925765,Kavita,Gupta,seema8809.jat837@yahoo.com,"H.No 839, Civil Lines, Karnal, Haryana",376,2025-07-07,1987-05-08,Male,Farmer,1279632,GGN005,Retail,163022,145590,Savings,5y 11m,High,Insurance,PROD107752,2023-11-07 00:00:00,220814,33122.1,Closed,November,Q4,2023,Festive,Life,10
YESB70925765,Kavita,Gupta,seema8809.jat837@yahoo.com,"H.No 839, Civil Lines, Karnal, Haryana",376,2025-07-07,1987-05-08,Male,Farmer,1279632,GGN005,Retail,163022,145590,Savings,5y 11m,High,Fixed Deposit,PROD114757,2023-03-24 00:00:00,361074,1805.37,Pending,March,Q1,2023,FY End,,
YESB10058639,Sandeep,Lather,kuldeep5334.mittal978@icloud.com,"H.No 612, Jhajjar Road, Kurukshetra, Haryana",850,2021-09-23,1957-08-05,Male,Teacher,1864118,GGN003,High Net Worth,368700,421316,Savings,2y 8m,Low,,,,,,,,,,,,
YESB74822681,Ankit,Jangra,naveen6988.chaudhary448@icloud.com,"H.No 1018, Jhajjar Road, Bhiwani, Haryana",570,2020-09-20,1956-08-29,Male,Teacher,1823274,GGN002,High Net Worth,206389,218707,Salary,1y 11m,Medium,,,,,,,,,,,,
YESB16208012,Sunita,Rana,meena9699.tanwar932@gmail.com,"H.No 510, Sector 14, Panipat, Haryana",668,2025-03-28,2005-11-04,Male,Freelancer,424536,GGN003,Retail,54233,61512,Savings,8y 6m,Medium,Fixed Deposit,PROD103835,2023-03-15 00:00:00,330009,1650.05,Closed,March,Q1,2023,FY End,,
YESB98812429,Kavita,Punia,anita6942.jangra444@outlook.com,"H.No 228, VPO Meham, Palwal, Haryana",641,2024-02-03,2002-04-08,Female,Business Owner,2318456,GGN004,High Net Worth,301212,277819,Savings,15y 5m,Medium,Insurance,PROD100510,2024-12-06 00:00:00,171007,25651.05,Pending,December,Q4,2024,Festive,Health,14
YESB98812429,Kavita,Punia,anita6942.jangra444@outlook.com,"H.No 228, VPO Meham, Palwal, Haryana",641,2024-02-03,2002-04-08,Female,Business Owner,2318456,GGN004,High Net Worth,301212,277819,Savings,15y 5m,Medium,Insurance,PROD121273,2024-05-01 00:00:00,144397,21659.55,Pending,May,Q2,2024,Regular,General,15
YESB92323849,Suman,Dubey,kuldeep6279.yadav309@gmail.com,"H.No 811, Civil Lines, Panchkula, Haryana",832,2020-04-13,1990-11-11,Female,Lawyer,1993519,GGN001,High Net Worth,333998,298220,Savings,10y 11m,Low,Credit Card,PROD119942,2023-05-27 00:00:00,0,1500,Active,May,Q2,2023,Regular,,
YESB58034806,Sushil,Chauhan,dalbir58.pandey236@gmail.com,"H.No 726, Sector 14, Kurukshetra, Haryana",336,2019-01-16,2006-09-19,Female,Lawyer,1266721,GGN005,Retail,149722,147041,Savings,11y 6m,High,Insurance,PROD122509,2023-11-01 00:00:00,141775,21266.25,Active,November,Q4,2023,Festive,General,18
YESB67816326,Sanjay,Bhardwaj,rohtas5057.jat905@yahoo.com,"H.No 1460, Railway Road, Kurukshetra, Haryana",708,2021-06-19,2006-07-29,Male,Private Job,2142024,GGN003,High Net Worth,336126,354494,Salary,6y 3m,Medium,,,,,,,,,,,,
YESB24836950,Satish,Jangra,manju5806.panwar928@yahoo.com,"H.No 1338, Jhajjar Road, Sirsa, Haryana",404,2023-10-19,1974-01-11,Female,Lawyer,1257859,GGN001,Retail,250498,299883,Savings,10y 11m,High,Mutual Fund,PROD116323,2023-04-04 00:00:00,157451,1574.51,Pending,April,Q2,2023,Regular,,
YESB92806560,Sushil,Ahlawat,reena5093.sharma78@icloud.com,"H.No 568, Urban Estate, Sirsa, Haryana",523,2022-10-04,1973-11-01,Male,Farmer,1187129,GGN002,Retail,193997,156115,Salary,14y 7m,Medium,Credit Card,PROD109871,2024-10-26 00:00:00,0,1500,Closed,October,Q4,2024,Festive,,
YESB92806560,Sushil,Ahlawat,reena5093.sharma78@icloud.com,"H.No 568, Urban Estate, Sirsa, Haryana",523,2022-10-04,1973-11-01,Male,Farmer,1187129,GGN002,Retail,193997,156115,Salary,14y 7m,Medium,Insurance,PROD112248,2024-07-02 00:00:00,88272,13240.8,Active,July,Q3,2024,Regular,Health,22
YESB26564179,Om,Lamba,jaipal1645.panwar174@gmail.com,"H.No 199, Sector 14, Rohtak, Haryana",754,2019-01-20,1951-07-29,Male,Teacher,437026,GGN004,SME,77849,80846,Salary,15y 9m,Low,Mutual Fund,PROD113149,2023-07-27 00:00:00,222071,2220.71,Pending,July,Q3,2023,Regular,,
YESB70691396,Sanjay,Dubey,balbir7597.sheoran995@gmail.com,"H.No 546, Railway Road, Jhajjar, Haryana",412,2024-05-30,1954-11-15,Male,Farmer,1774334,GGN003,High Net Worth,250847,250854,Savings,3y 11m,High,,,,,,,,,,,,
YESB65607583,Sushil,Dahiya,sunil9516.khatri749@gmail.com,"H.No 708, Civil Lines, Fatehabad, Haryana",501,2020-05-07,1990-09-15,Female,Private Job,1182923,GGN002,SME,180590,169623,Salary,2y 11m,Medium,,,,,,,,,,,,
YESB13492763,Surender,Tomar,sunita2403.lamba493@gmail.com,"H.No 508, Sector 14, Palwal, Haryana",729,2020-03-03,1977-05-26,Female,Farmer,1394503,GGN001,SME,266947,308608,Savings,10y 2m,Medium,Mutual Fund,PROD108317,2024-10-13 00:00:00,431643,4316.43,Pending,October,Q4,2024,Festive,,
YESB58869648,Sahil,Rathi,naveen9190.kaushik438@gmail.com,"H.No 375, Sector 14, Palwal, Haryana",818,2019-06-03,2005-09-17,Male,Engineer,1748542,GGN005,High Net Worth,245682,278192,Salary,9y 8m,Low,,,,,,,,,,,,
YESB89532505,Suman,Dahiya,anita6368.chauhan523@hotmail.com,"H.No 1125, Model Town, Gurugram, Haryana",368,2023-10-11,1991-02-14,Male,Farmer,2460640,GGN003,High Net Worth,327174,388528,Savings,6y 3m,High,,,,,,,,,,,,
YESB61607970,Rajesh,Bansal,ankit8642.aggarwal267@hotmail.com,"H.No 490, VPO Meham, Charkhi Dadri, Haryana",657,2021-01-04,1996-04-17,Female,Government Employee,323885,GGN004,SME,61984,72815,Savings,10y 4m,Medium,,,,,,,,,,,,
YESB96248272,Deepak,Punia,naveen3786.jangra178@yahoo.com,"H.No 746, Sector 14, Karnal, Haryana",735,2024-10-21,1978-07-31,Male,Lawyer,1736875,GGN003,High Net Worth,174206,164633,Savings,2y 0m,Medium,,,,,,,,,,,,
YESB93564379,Anil,Kaushik,ankit7962.pandey121@hotmail.com,"H.No 238, Model Town, Sirsa, Haryana",606,2022-11-13,1979-03-21,Female,Teacher,418306,GGN004,SME,64181,70253,Savings,6y 6m,Medium,,,,,,,,,,,,
YESB37207208,Suman,Singhal,dalbir2769.chauhan342@gmail.com,"H.No 403, Model Town, Yamunanagar, Haryana",778,2020-12-17,1972-11-30,Male,Teacher,365242,GGN002,Retail,62727,68612,Savings,5y 1m,Low,Credit Card,PROD114477,2023-04-20 00:00:00,0,1500,Closed,April,Q2,2023,Regular,,
YESB92044177,Sunil,Dalal,ashok9308.singhal325@yahoo.com,"H.No 649, Jhajjar Road, Sirsa, Haryana",779,2020-11-26,1974-08-14,Female,Business Owner,310605,GGN001,SME,59084,65610,Salary,12y 7m,Low,,,,,,,,,,,,
YESB82292714,Sushil,Mishra,surender4032.lather107@gmail.com,"H.No 970, VPO Meham, Kurukshetra, Haryana",307,2023-03-27,1968-03-04,Female,Consultant,2463547,GGN003,High Net Worth,301196,274568,Salary,9y 9m,High,Loan,PROD101964,2023-04-24 00:00:00,4643798,92875.96,Closed,April,Q2,2023,Regular,,
YESB92800285,Hawa,Sheoran,jitender3860.bansal890@outlook.com,"H.No 709, Model Town, Sonipat, Haryana",686,2021-09-06,1966-05-25,Female,Government Employee,1774832,GGN004,High Net Worth,128096,106661,Salary,15y 5m,Medium,,,,,,,,,,,,
YESB34943669,Rohtas,Grewal,hawa5275.panchal877@hotmail.com,"H.No 661, Railway Road, Rewari, Haryana",695,2019-07-03,1961-01-20,Female,Teacher,1403754,GGN005,Retail,243184,210401,Savings,8y 1m,Medium,Loan,PROD121295,2023-06-23 00:00:00,2630925,52618.5,Active,June,Q2,2023,Regular,,
YESB94024768,Meena,Vats,pooja3485.rathi429@gmail.com,"H.No 644, Sector 14, Fatehabad, Haryana",652,2021-05-06,1981-03-10,Female,Consultant,2466876,GGN005,High Net Worth,219809,217957,Savings,7y 7m,Medium,,,,,,,,,,,,
YESB29074412,Sunita,Tyagi,rahul736.yadav188@icloud.com,"H.No 1370, Urban Estate, Faridabad, Haryana",688,2019-09-11,1987-05-07,Male,Engineer,676232,GGN001,Retail,85811,77927,Savings,11y 8m,Medium,Loan,PROD116222,2024-03-13 00:00:00,3648466,72969.32,Active,March,Q1,2024,FY End,,
YESB85206407,Meena,Gehlot,reena7317.sharma44@yahoo.com,"H.No 27, Main Market, Faridabad, Haryana",393,2019-10-10,1966-03-26,Male,Teacher,888048,GGN003,SME,154222,147425,Savings,4y 8m,High,,,,,,,,,,,,
YESB30359520,Dalbir,Aggarwal,kuldeep4299.chauhan972@hotmail.com,"H.No 442, Railway Road, Kaithal, Haryana",738,2019-06-16,1993-06-04,Female,Business Owner,1987155,GGN005,High Net Worth,263306,295279,Salary,8y 3m,Medium,,,,,,,,,,,,
YESB20609497,Seema,Aggarwal,kavita6221.gehlot544@gmail.com,"H.No 1377, VPO Kalanaur, Ambala, Haryana",626,2025-06-05,2003-07-08,Female,Private Job,1164141,GGN003,SME,145318,172059,Savings,5y 2m,Medium,Loan,PROD115430,2023-11-10 00:00:00,1371490,27429.8,Pending,November,Q4,2023,Festive,,
YESB88213652,Hawa,Sheoran,mohit8372.rathi55@gmail.com,"H.No 125, Railway Road, Jhajjar, Haryana",675,2022-07-12,1973-05-18,Female,Consultant,2463592,GGN005,High Net Worth,425009,470492,Savings,2y 11m,Medium,,,,,,,,,,,,
