Merchant ID,Merchant Firm Name,Merchant Name,Address,IFSC Code,GST Number,Proprietor DOB,Gender,Occupation,Annual Turnover,Branch Code,Customer Segment,Avg Monthly Balance,Current Balance,Account Type,Tenure with Bank,Risk Rating,Product Type,Product ID,Sale Date,Sales Value/Premium,Revenue Contribution,Status,Month,Quarter,Year,Seasonality Flag,Policy Type,Policy Term
YESB42306799,Malik Agencies,Pawan Yadav,"Plot 362, Cyber City, Gurgaon, HR",YESB0000655,06WLYHS2087D1Z7,1965-07-28,Female,Business Owner,3326928,GGN005,SME,860247,978713,Current,7y 3m,Medium,Mutual Fund,PROD102471,2024-10-22 00:00:00,390590,3905.9,Closed,October,Q4,2024,Festive,,
YESB23501793,Saini Trading Co,Deepak Dalal,"Plot 83, Cyber City, Gurgaon, HR",YESB0000655,06RVKRB9001V1Z9,1979-08-15,Male,Business Owner,4048681,GGN002,SME,634365,700649,Current,2y 11m,Medium,,,,,,,,,,,,
YESB31485548,Hooda Solutions,Sandeep Malik,"Plot 970, Sector 14, Gurgaon, HR",YESB0000655,06KCJCV3419D1Z9,1962-04-21,Male,Business Owner,9888404,GGN001,Corporate,2789129,2730188,Current,5y 1m,Medium,,,,,,,,,,,,
YESB76145131,Malik Trading Co,Amit Sharma,"Plot 34, Cyber City, Gurgaon, HR",YESB0000655,06TKKYH2578M1Z3,1972-05-09,Female,Business Owner,1858444,GGN001,SME,378054,427585,Current,8y 3m,Medium,Insurance,PROD100919,2023-01-29 00:00:00,232926,34938.9,Pending,January,Q1,2023,Regular,Life,10
YESB76145131,Malik Trading Co,Amit Sharma,"Plot 34, Cyber City, Gurgaon, HR",YESB0000655,06TKKYH2578M1Z3,1972-05-09,Female,Business Owner,1858444,GGN001,SME,378054,427585,Current,8y 3m,Medium,Insurance,PROD123898,2024-04-27 00:00:00,232985,34947.75,Pending,April,Q2,2024,Regular,Health,24
YESB68918856,Gupta Solutions,Anil Hooda,"Plot 474, Sohna Road, Gurgaon, HR",YESB0000655,06DRIDL0267I1Z5,1965-07-07,Female,Business Owner,8099982,GGN002,Corporate,1980925,2279566,Current,1y 0m,Medium,,,,,,,,,,,,
YESB44383756,Verma Solutions,Naveen Rathi,"Plot 998, Sohna Road, Gurgaon, HR",YESB0000655,06JSGAN3504W1Z6,1962-10-10,Male,Business Owner,7874350,GGN002,Corporate,2265013,2119911,Current,5y 1m,Medium,Mutual Fund,PROD116333,2023-11-27 00:00:00,204135,2041.35,Active,November,Q4,2023,Festive,,
YESB21755615,Verma Solutions,Pawan Rathi,"Plot 6, Cyber City, Gurgaon, HR",YESB0000655,06TYHLU1613Q1Z9,1999-07-27,Male,Business Owner,8541007,GGN001,Corporate,2244683,2212501,Current,6y 8m,Medium,Insurance,PROD110023,2024-12-20 00:00:00,231503,34725.45,Pending,December,Q4,2024,Festive,Health,14
YESB23856794,Malik Enterprises,Rakesh Malik,"Plot 535, Cyber City, Gurgaon, HR",YESB0000655,06VFTKM8002Q1Z2,1976-09-30,Male,Business Owner,5349530,GGN002,Corporate,771712,691415,Current,9y 8m,Medium,,,,,,,,,,,,
YESB35337621,Gupta Trading Co,Rakesh Gupta,"Plot 830, Udyog Vihar, Gurgaon, HR",YESB0000655,06HBFAM5058M1Z8,1978-08-12,Female,Business Owner,1895511,GGN002,SME,475364,508070,Current,10y 2m,Medium,Fixed Deposit,PROD122031,2024-10-18 00:00:00,238476,1192.38,Active,October,Q4,2024,Festive,,
YESB31731857,Verma Enterprises,Kuldeep Rathi,"Plot 408, Sector 14, Gurgaon, HR",YESB0000655,06KTJKL7999U1Z3,1982-07-12,Male,Business Owner,6947087,GGN003,Corporate,1160935,1117432,Current,1y 8m,Medium,,,,,,,,,,,,
YESB99741919,Gupta Enterprises,Naveen Yadav,"Plot 451, Sohna Road, Gurgaon, HR",YESB0000655,06OELIR5941X1Z7,1978-01-08,Female,Business Owner,7832926,GGN005,Corporate,2276924,2126506,Current,4y 7m,Medium,,,,,,,,,,,,
YESB35735403,Verma Trading Co,Rajesh Gupta,"Plot 509, DLF Phase 1, Gurgaon, HR",YESB0000655,06CFAEK8558E1Z4,1993-03-25,Female,Business Owner,1840767,GGN002,SME,538252,570759,Current,9y 1m,Medium,,,,,,,,,,,,
YESB90619971,Chaudhary Ventures,Sanjay Gupta,"Plot 693, Cyber City, Gurgaon, HR",YESB0000655,06RBSII0077S1Z4,1992-02-20,Male,Business Owner,1640531,GGN005,SME,434171,426795,Current,5y 5m,Medium,,,,,,,,,,,,
YESB24084805,Chaudhary Ventures,Rakesh Saini,"Plot 773, Cyber City, Gurgaon, HR",YESB0000655,06UHOER6014J1Z6,1968-07-29,Female,Business Owner,6780421,GGN003,Corporate,1985063,1878240,Current,10y 0m,Medium,,,,,,,,,,,,
YESB77002549,Sharma Agencies,Rakesh Dalal,"Plot 570, Cyber City, Gurgaon, HR",YESB0000655,06GHRCN3032Z1Z1,1975-05-21,Female,Business Owner,8161298,GGN001,Corporate,941756,772557,Current,4y 3m,Medium,Insurance,PROD116661,2023-02-24 00:00:00,129772,19465.8,Closed,February,Q1,2023,Regular,Life,11
YESB77002549,Sharma Agencies,Rakesh Dalal,"Plot 570, Cyber City, Gurgaon, HR",YESB0000655,06GHRCN3032Z1Z1,1975-05-21,Female,Business Owner,8161298,GGN001,Corporate,941756,772557,Current,4y 3m,Medium,Credit Card,PROD117817,2024-06-20 00:00:00,0,1500,Closed,June,Q2,2024,Regular,,
YESB34478078,Chaudhary Trading Co,Sunil Gupta,"Plot 507, Udyog Vihar, Gurgaon, HR",YESB0000655,06DDVTX9130P1Z5,1989-01-22,Female,Business Owner,3526263,GGN005,SME,583663,572123,Current,4y 2m,Medium,,,,,,,,,,,,
YESB72344938,Rathi Agencies,Kuldeep Chaudhary,"Plot 787, Sohna Road, Gurgaon, HR",YESB0000655,06BRYZG8043O1Z4,1995-03-17,Male,Business Owner,8263150,GGN004,Corporate,1282576,1252418,Current,8y 0m,Medium,,,,,,,,,,,,
YESB80173542,Gupta Solutions,Ajay Chaudhary,"Plot 711, Cyber City, Gurgaon, HR",YESB0000655,06NQNCN0182B1Z2,1992-04-18,Female,Business Owner,1695150,GGN003,SME,468752,406100,Current,7y 6m,Medium,Loan,PROD107793,2023-01-09 00:00:00,3534531,70690.62,Active,January,Q1,2023,Regular,,
YESB16844392,Malik Ventures,Sanjay Verma,"Plot 858, Sohna Road, Gurgaon, HR",YESB0000655,06IHMKL8151K1Z7,1991-09-27,Female,Business Owner,1659412,GGN002,SME,398141,432647,Current,4y 8m,Medium,,,,,,,,,,,,
YESB40000364,Rathi Trading Co,Pawan Gupta,"Plot 161, Sohna Road, Gurgaon, HR",YESB0000655,06OXDHG6268V1Z9,1998-05-16,Female,Business Owner,2519773,GGN002,SME,254430,271781,Current,9y 9m,Medium,,,,,,,,,,,,
YESB71026124,Sharma Ventures,Ajay Sharma,"Plot 649, Udyog Vihar, Gurgaon, HR",YESB0000655,06FXZML5567R1Z1,1986-02-16,Female,Business Owner,7273954,GGN001,Corporate,1556522,1431797,Current,1y 5m,Medium,,,,,,,,,,,,
YESB46594967,Rathi Solutions,Amit Gupta,"Plot 836, DLF Phase 1, Gurgaon, HR",YESB0000655,06JYOBZ4407N1Z0,1992-02-16,Female,Business Owner,5230739,GGN003,Corporate,900436,993354,Current,8y 2m,Medium,Loan,PROD122487,2023-07-10 00:00:00,1803204,36064.08,Pending,July,Q3,2023,Regular,,
YESB82698204,Rathi Enterprises,Rajesh Hooda,"Plot 830, Cyber City, Gurgaon, HR",YESB0000655,06DULQY5366G1Z4,2000-09-29,Male,Business Owner,2188468,GGN005,SME,292017,331819,Current,7y 10m,Medium,,,,,,,,,,,,
YESB23217500,Gupta Enterprises,Anil Malik,"Plot 313, Udyog Vihar, Gurgaon, HR",YESB0000655,06AVZYY9972R1Z5,1974-06-16,Female,Business Owner,3883601,GGN001,SME,1056519,1090038,Current,6y 7m,Medium,Fixed Deposit,PROD119521,2023-05-06 00:00:00,505311,2526.55,Active,May,Q2,2023,Regular,,
YESB25678439,Saini Agencies,Vikram Gupta,"Plot 735, Udyog Vihar, Gurgaon, HR",YESB0000655,06UHPEG8884R1Z7,1961-11-30,Female,Business Owner,1817067,GGN003,SME,347954,375006,Current,6y 4m,Medium,,,,,,,,,,,,
YESB32009068,Dalal Enterprises,Ajay Dalal,"Plot 166, Cyber City, Gurgaon, HR",YESB0000655,06WRUVU0526I1Z3,1984-06-06,Female,Business Owner,5885241,GGN001,Corporate,1118376,1043970,Current,2y 3m,Medium,,,,,,,,,,,,
YESB11964125,Sharma Agencies,Ajay Gupta,"Plot 775, DLF Phase 1, Gurgaon, HR",YESB0000655,06ZOCTK6301Q1Z2,1990-09-08,Male,Business Owner,8789562,GGN004,Corporate,1552199,1778198,Current,10y 7m,Medium,Insurance,PROD109605,2023-01-19 00:00:00,112077,16811.55,Pending,January,Q1,2023,Regular,Health,10
YESB11964125,Sharma Agencies,Ajay Gupta,"Plot 775, DLF Phase 1, Gurgaon, HR",YESB0000655,06ZOCTK6301Q1Z2,1990-09-08,Male,Business Owner,8789562,GGN004,Corporate,1552199,1778198,Current,10y 7m,Medium,Loan,PROD118978,2024-12-01 00:00:00,3322594,66451.88,Pending,December,Q4,2024,Festive,,
YESB37500514,Chaudhary Trading Co,Anil Verma,"Plot 383, Sector 14, Gurgaon, HR",YESB0000655,06SIXDJ6275A1Z3,1982-07-24,Male,Business Owner,4969088,GGN001,SME,1253083,1351003,Current,6y 6m,Medium,,,,,,,,,,,,
YESB11981036,Sharma Enterprises,Rajesh Chaudhary,"Plot 414, Sohna Road, Gurgaon, HR",YESB0000655,06LNJBU8563P1Z1,1984-02-29,Male,Business Owner,8748804,GGN001,Corporate,2415181,1945616,Current,5y 1m,Medium,,,,,,,,,,,,
YESB70116502,Chaudhary Trading Co,Deepak Dalal,"Plot 767, DLF Phase 1, Gurgaon, HR",YESB0000655,06EELJH4146J1Z1,1988-08-03,Male,Business Owner,1933097,GGN002,SME,360541,374277,Current,2y 5m,Medium,,,,,,,,,,,,
YESB67184999,Chaudhary Enterprises,Rajesh Dalal,"Plot 145, DLF Phase 1, Gurgaon, HR",YESB0000655,06JOVEX9778G1Z6,1982-05-03,Male,Business Owner,2664686,GGN004,SME,450418,418538,Current,2y 1m,Medium,,,,,,,,,,,,
YESB73016179,Verma Trading Co,Pawan Malik,"Plot 475, Cyber City, Gurgaon, HR",YESB0000655,06SZXDH7621O1Z1,1975-07-30,Male,Business Owner,2700379,GGN005,SME,775309,902235,Current,2y 5m,Medium,,,,,,,,,,,,
YESB17696218,Rathi Agencies,Naveen Chaudhary,"Plot 164, Sector 14, Gurgaon, HR",YESB0000655,06LIXNA6151P1Z0,1977-01-12,Male,Business Owner,3079368,GGN004,SME,917528,739161,Current,3y 4m,Medium,Fixed Deposit,PROD108201,2024-03-02 00:00:00,842667,4213.34,Active,March,Q1,2024,FY End,,
YESB17696218,Rathi Agencies,Naveen Chaudhary,"Plot 164, Sector 14, Gurgaon, HR",YESB0000655,06LIXNA6151P1Z0,1977-01-12,Male,Business Owner,3079368,GGN004,SME,917528,739161,Current,3y 4m,Medium,Insurance,PROD119740,2024-04-01 00:00:00,248496,37274.4,Closed,April,Q2,2024,Regular,Health,22
YESB51153574,Saini Agencies,Pawan Yadav,"Plot 311, Udyog Vihar, Gurgaon, HR",YESB0000655,06SPJRI7757V1Z0,1968-05-19,Male,Business Owner,5809695,GGN005,Corporate,1108769,1088980,Current,3y 4m,Medium,Mutual Fund,PROD100479,2023-01-25 00:00:00,274059,2740.59,Active,January,Q1,2023,Regular,,
YESB58101990,Verma Agencies,Kuldeep Rathi,"Plot 134, Sector 14, Gurgaon, HR",YESB0000655,06BYCBX9574I1Z9,1964-08-27,Male,Business Owner,4773014,GGN001,SME,1375649,1127245,Current,9y 9m,Medium,Mutual Fund,PROD107229,2023-01-18 00:00:00,318420,3184.2,Active,January,Q1,2023,Regular,,
YESB71826093,Hooda Ventures,Pawan Hooda,"Plot 499, DLF Phase 1, Gurgaon, HR",YESB0000655,06QBZGU2448D1Z1,1974-06-16,Male,Business Owner,1669276,GGN005,SME,387611,420669,Current,8y 6m,Medium,Loan,PROD121564,2023-03-02 00:00:00,1055113,21102.26,Active,March,Q1,2023,FY End,,
YESB25091425,Verma Trading Co,Amit Dalal,"Plot 243, Cyber City, Gurgaon, HR",YESB0000655,06QGEHS8845Q1Z6,1964-12-06,Female,Business Owner,2535754,GGN005,SME,553704,472722,Current,3y 5m,Medium,Insurance,PROD107143,2023-01-07 00:00:00,92116,13817.4,Pending,January,Q1,2023,Regular,Health,9
YESB43186425,Hooda Solutions,Pawan Rathi,"Plot 105, Cyber City, Gurgaon, HR",YESB0000655,06KDZLJ9727H1Z1,1983-12-16,Male,Business Owner,2751274,GGN004,SME,312889,254504,Current,9y 1m,Medium,,,,,,,,,,,,
YESB16216192,Yadav Agencies,Naveen Saini,"Plot 598, Sohna Road, Gurgaon, HR",YESB0000655,06XOLLJ0550Q1Z3,1979-01-28,Male,Business Owner,7947951,GGN003,Corporate,2355150,2630079,Current,4y 6m,Medium,,,,,,,,,,,,
YESB45095884,Yadav Enterprises,Naveen Malik,"Plot 80, Udyog Vihar, Gurgaon, HR",YESB0000655,06IEJSI0948V1Z7,1973-11-26,Male,Business Owner,6125738,GGN004,Corporate,1037406,1038802,Current,4y 11m,Medium,,,,,,,,,,,,
YESB46279249,Hooda Solutions,Manoj Hooda,"Plot 838, Sohna Road, Gurgaon, HR",YESB0000655,06LYAYR5580O1Z6,1986-09-02,Female,Business Owner,8153685,GGN002,Corporate,2366091,2048440,Current,10y 7m,Medium,,,,,,,,,,,,
YESB29014923,Chaudhary Trading Co,Naveen Hooda,"Plot 372, Udyog Vihar, Gurgaon, HR",YESB0000655,06VVLWA3230C1Z1,1997-11-28,Male,Business Owner,3723186,GGN001,SME,747297,600099,Current,3y 2m,Medium,,,,,,,,,,,,
YESB89088975,Saini Agencies,Naveen Verma,"Plot 32, DLF Phase 1, Gurgaon, HR",YESB0000655,06XGMKX9655S1Z9,1962-08-09,Male,Business Owner,9036306,GGN001,Corporate,2281451,2032630,Current,10y 0m,Medium,Loan,PROD104641,2023-02-18 00:00:00,1888605,37772.1,Pending,February,Q1,2023,Regular,,
YESB21738081,Gupta Trading Co,Manoj Yadav,"Plot 173, Udyog Vihar, Gurgaon, HR",YESB0000655,06GVLWX0895O1Z1,1964-09-06,Female,Business Owner,5251903,GGN005,Corporate,541793,452080,Current,1y 11m,Medium,Loan,PROD111917,2024-03-17 00:00:00,1839832,36796.64,Active,March,Q1,2024,FY End,,
YESB47466189,Sharma Trading Co,Deepak Dalal,"Plot 315, Sector 14, Gurgaon, HR",YESB0000655,06ODZUG6004L1Z1,1976-06-24,Female,Business Owner,4759715,GGN002,SME,1365512,1347829,Current,6y 1m,Medium,,,,,,,,,,,,
YESB44935847,Dalal Agencies,Anil Chaudhary,"Plot 458, Sohna Road, Gurgaon, HR",YESB0000655,06JJIGE7412F1Z6,1983-11-09,Female,Business Owner,3760140,GGN005,SME,861358,936615,Current,8y 0m,Medium,,,,,,,,,,,,
YESB40068531,Chaudhary Ventures,Rajesh Hooda,"Plot 749, DLF Phase 1, Gurgaon, HR",YESB0000655,06OFNEK4979J1Z7,1985-12-24,Female,Business Owner,9674238,GGN003,Corporate,2387331,2545380,Current,4y 0m,Medium,Insurance,PROD117750,2023-10-25 00:00:00,152427,22864.05,Closed,October,Q4,2023,Festive,General,17
YESB71750528,Malik Ventures,Amit Rathi,"Plot 173, DLF Phase 1, Gurgaon, HR",YESB0000655,06NUCVY4680T1Z8,1982-08-23,Female,Business Owner,8779814,GGN005,Corporate,2171304,1794121,Current,6y 10m,Medium,,,,,,,,,,,,
YESB19048995,Dalal Ventures,Vikram Yadav,"Plot 197, DLF Phase 1, Gurgaon, HR",YESB0000655,06SMAHO6959Y1Z7,1990-09-25,Female,Business Owner,5651340,GGN003,Corporate,688617,822477,Current,5y 3m,Medium,,,,,,,,,,,,
YESB77493058,Saini Solutions,Rajesh Dalal,"Plot 425, Cyber City, Gurgaon, HR",YESB0000655,06HOZQA6971Q1Z8,1998-09-29,Male,Business Owner,6284531,GGN003,Corporate,736076,766149,Current,7y 4m,Medium,,,,,,,,,,,,
YESB16199679,Yadav Ventures,Vijay Gupta,"Plot 918, Sohna Road, Gurgaon, HR",YESB0000655,06XZOQB3615M1Z8,1984-01-07,Male,Business Owner,3543693,GGN002,SME,442867,435191,Current,5y 9m,Medium,,,,,,,,,,,,
YESB92105425,Yadav Enterprises,Rajesh Verma,"Plot 559, DLF Phase 1, Gurgaon, HR",YESB0000655,06LEUIU0409Q1Z8,1981-09-06,Male,Business Owner,3006001,GGN003,SME,570187,465419,Current,4y 9m,Medium,,,,,,,,,,,,
YESB89616446,Yadav Solutions,Vijay Yadav,"Plot 412, Cyber City, Gurgaon, HR",YESB0000655,06FYLMS9387K1Z0,2001-02-10,Female,Business Owner,7862846,GGN001,Corporate,1772114,1595138,Current,1y 1m,Medium,,,,,,,,,,,,
YESB93353937,Chaudhary Trading Co,Amit Rathi,"Plot 551, DLF Phase 1, Gurgaon, HR",YESB0000655,06NPKHA2941G1Z1,1992-12-16,Female,Business Owner,6178716,GGN002,Corporate,1107574,977683,Current,8y 0m,Medium,,,,,,,,,,,,
YESB85275098,Sharma Ventures,Naveen Hooda,"Plot 977, Udyog Vihar, Gurgaon, HR",YESB0000655,06DYBBZ2188S1Z4,1974-03-15,Male,Business Owner,9276215,GGN004,Corporate,2198308,2119949,Current,5y 9m,Medium,,,,,,,,,,,,
YESB46793965,Hooda Enterprises,Pawan Saini,"Plot 871, Sector 14, Gurgaon, HR",YESB0000655,06ZGRWH0438N1Z4,1962-11-29,Female,Business Owner,4910476,GGN004,SME,621904,720538,Current,6y 7m,Medium,,,,,,,,,,,,
YESB31358750,Sharma Solutions,Vikram Gupta,"Plot 529, Sohna Road, Gurgaon, HR",YESB0000655,06YUCZS8243M1Z4,1979-05-07,Male,Business Owner,3837263,GGN001,SME,1041989,998932,Current,9y 7m,Medium,Loan,PROD124840,2024-07-21 00:00:00,2607355,52147.1,Active,July,Q3,2024,Regular,,
YESB78945247,Gupta Solutions,Deepak Rathi,"Plot 570, Udyog Vihar, Gurgaon, HR",YESB0000655,06XTINE5461Y1Z6,1998-04-04,Female,Business Owner,7186067,GGN003,Corporate,1018728,945075,Current,9y 10m,Medium,,,,,,,,,,,,
YESB31096185,Sharma Enterprises,Vijay Hooda,"Plot 47, Sohna Road, Gurgaon, HR",YESB0000655,06MQKCU3720U1Z7,1988-07-03,Female,Business Owner,5558880,GGN004,Corporate,582268,697899,Current,5y 10m,Medium,Loan,PROD122135,2024-08-03 00:00:00,2425624,48512.48,Closed,August,Q3,2024,Regular,,
YESB56933907,Verma Enterprises,Rajesh Chaudhary,"Plot 339, Cyber City, Gurgaon, HR",YESB0000655,06TYSVF1890G1Z2,1964-12-22,Female,Business Owner,7546818,GGN001,Corporate,1375877,1552641,Current,5y 6m,Medium,,,,,,,,,,,,
YESB72862486,Saini Enterprises,Deepak Gupta,"Plot 136, DLF Phase 1, Gurgaon, HR",YESB0000655,06QOVPE0178O1Z6,2000-12-05,Female,Business Owner,2976730,GGN004,SME,565570,591200,Current,1y 9m,Medium,,,,,,,,,,,,
YESB55058783,Dalal Enterprises,Rakesh Rathi,"Plot 711, DLF Phase 1, Gurgaon, HR",YESB0000655,06EQIQZ1985Z1Z0,2000-10-28,Female,Business Owner,7393234,GGN005,Corporate,799720,790130,Current,2y 11m,Medium,,,,,,,,,,,,
YESB73319896,Malik Enterprises,Pawan Sharma,"Plot 836, Udyog Vihar, Gurgaon, HR",YESB0000655,06XHMYI5764T1Z6,1970-01-16,Male,Business Owner,8491104,GGN001,Corporate,1775563,1940629,Current,3y 3m,Medium,,,,,,,,,,,,
YESB55585472,Gupta Trading Co,Anil Verma,"Plot 99, DLF Phase 1, Gurgaon, HR",YESB0000655,06BRXBL9842X1Z6,1969-01-14,Female,Business Owner,1819525,GGN001,SME,228235,192055,Current,8y 6m,Medium,,,,,,,,,,,,
YESB52984818,Dalal Trading Co,Rajesh Sharma,"Plot 478, Cyber City, Gurgaon, HR",YESB0000655,06PEIOZ4142C1Z7,1972-02-22,Male,Business Owner,3209167,GGN003,SME,904208,739932,Current,10y 5m,Medium,,,,,,,,,,,,
YESB51587855,Yadav Trading Co,Rajesh Saini,"Plot 511, Sector 14, Gurgaon, HR",YESB0000655,06NBPJB9459G1Z1,1982-07-15,Male,Business Owner,2826927,GGN003,SME,601781,615259,Current,3y 0m,Medium,Fixed Deposit,PROD111425,2023-09-13 00:00:00,716320,3581.6,Active,September,Q3,2023,Regular,,
YESB11993853,Verma Enterprises,Sanjay Saini,"Plot 4, Sector 14, Gurgaon, HR",YESB0000655,06FHGPN3738C1Z8,1982-03-21,Female,Business Owner,8994040,GGN002,Corporate,2205378,2378321,Current,8y 0m,Medium,,,,,,,,,,,,
YESB31766317,Gupta Solutions,Sunil Dalal,"Plot 440, Cyber City, Gurgaon, HR",YESB0000655,06MPTGN2665P1Z7,1979-05-11,Female,Business Owner,4856567,GGN005,SME,1374091,1190986,Current,9y 3m,Medium,Fixed Deposit,PROD111928,2023-10-13 00:00:00,452865,2264.33,Active,October,Q4,2023,Festive,,
YESB19626402,Verma Agencies,Vikram Yadav,"Plot 37, Udyog Vihar, Gurgaon, HR",YESB0000655,06ZXQXV8787W1Z6,1979-02-14,Male,Business Owner,9937355,GGN004,Corporate,1637277,1795928,Current,2y 9m,Medium,Fixed Deposit,PROD102028,2024-01-17 00:00:00,447918,2239.59,Pending,January,Q1,2024,Regular,,
YESB47626516,Dalal Solutions,Vikram Saini,"Plot 459, Sohna Road, Gurgaon, HR",YESB0000655,06AGOBQ9707I1Z8,2000-12-21,Male,Business Owner,3050658,GGN005,SME,889867,740402,Current,1y 7m,Medium,,,,,,,,,,,,
YESB34796806,Rathi Solutions,Deepak Verma,"Plot 387, Cyber City, Gurgaon, HR",YESB0000655,06JNPHP7809B1Z3,1962-08-31,Male,Business Owner,5908522,GGN005,Corporate,806214,703382,Current,3y 6m,Medium,Insurance,PROD123374,2023-10-13 00:00:00,229645,34446.75,Pending,October,Q4,2023,Festive,Health,5
YESB12794741,Sharma Enterprises,Anil Dalal,"Plot 939, Udyog Vihar, Gurgaon, HR",YESB0000655,06LUAYU2279R1Z4,1996-08-21,Female,Business Owner,4581284,GGN003,SME,845253,985130,Current,4y 9m,Medium,,,,,,,,,,,,
YESB39273505,Yadav Solutions,Vikram Yadav,"Plot 894, Sohna Road, Gurgaon, HR",YESB0000655,06FNKST2652I1Z1,1974-07-19,Male,Business Owner,8434462,GGN005,Corporate,989599,1163497,Current,3y 7m,Medium,,,,,,,,,,,,
YESB80332262,Saini Ventures,Rakesh Malik,"Plot 838, Sector 14, Gurgaon, HR",YESB0000655,06YFDGD7346O1Z5,1991-11-26,Female,Business Owner,7511109,GGN005,Corporate,1518753,1398400,Current,1y 9m,Medium,Loan,PROD111841,2024-04-08 00:00:00,2395242,47904.84,Active,April,Q2,2024,Regular,,
YESB18906925,Yadav Enterprises,Anil Rathi,"Plot 77, Cyber City, Gurgaon, HR",YESB0000655,06LEINW6244J1Z9,1977-09-05,Male,Business Owner,1147532,GGN004,SME,161511,190490,Current,9y 6m,Medium,Loan,PROD113474,2023-10-27 00:00:00,2735078,54701.56,Active,October,Q4,2023,Festive,,
YESB73524214,Hooda Trading Co,Deepak Yadav,"Plot 731, Sohna Road, Gurgaon, HR",YESB0000655,06GEUJC7464U1Z3,1966-12-03,Male,Business Owner,8496786,GGN001,Corporate,1199746,1196031,Current,2y 11m,Medium,Fixed Deposit,PROD112341,2024-09-30 00:00:00,445978,2229.89,Closed,September,Q3,2024,Regular,,
YESB73524214,Hooda Trading Co,Deepak Yadav,"Plot 731, Sohna Road, Gurgaon, HR",YESB0000655,06GEUJC7464U1Z3,1966-12-03,Male,Business Owner,8496786,GGN001,Corporate,1199746,1196031,Current,2y 11m,Medium,Insurance,PROD121880,2024-05-08 00:00:00,248019,37202.85,Closed,May,Q2,2024,Regular,Life,15
YESB51462331,Dalal Ventures,Anil Sharma,"Plot 161, Sector 14, Gurgaon, HR",YESB0000655,06BBXTW8594P1Z7,1999-07-06,Male,Business Owner,9865357,GGN001,Corporate,1539287,1734314,Current,10y 6m,Medium,Mutual Fund,PROD116395,2024-11-22 00:00:00,61855,618.55,Pending,November,Q4,2024,Festive,,
YESB57602812,Chaudhary Solutions,Deepak Sharma,"Plot 330, Udyog Vihar, Gurgaon, HR",YESB0000655,06EBMVW2297L1Z4,1982-05-10,Male,Business Owner,5410231,GGN004,Corporate,1181859,1051166,Current,9y 6m,Medium,,,,,,,,,,,,
YESB10168886,Chaudhary Solutions,Sunil Gupta,"Plot 95, DLF Phase 1, Gurgaon, HR",YESB0000655,06SINLB4355I1Z3,1982-01-19,Male,Business Owner,9025456,GGN005,Corporate,1342379,1322115,Current,2y 11m,Medium,Credit Card,PROD102126,2023-08-29 00:00:00,0,1500,Active,August,Q3,2023,Regular,,
YESB87505275,Rathi Solutions,Sandeep Rathi,"Plot 357, Sector 14, Gurgaon, HR",YESB0000655,06QCWPM1459P1Z0,1975-07-02,Male,Business Owner,1910898,GGN002,SME,538037,492864,Current,1y 0m,Medium,,,,,,,,,,,,
YESB45543143,Rathi Solutions,Vikram Rathi,"Plot 415, Cyber City, Gurgaon, HR",YESB0000655,06OBZLS3155X1Z7,1998-09-22,Male,Business Owner,3664882,GGN001,SME,870115,889453,Current,1y 3m,Medium,Insurance,PROD118066,2024-08-05 00:00:00,166147,24922.05,Active,August,Q3,2024,Regular,Health,24
YESB52291737,Saini Enterprises,Ajay Sharma,"Plot 562, Udyog Vihar, Gurgaon, HR",YESB0000655,06OPEBF7445M1Z6,1975-08-23,Male,Business Owner,5105478,GGN005,Corporate,921624,802751,Current,6y 10m,Medium,,,,,,,,,,,,
YESB96717342,Dalal Enterprises,Kuldeep Hooda,"Plot 339, Cyber City, Gurgaon, HR",YESB0000655,06THUFR6598S1Z9,1989-10-01,Male,Business Owner,1559744,GGN005,SME,280795,321041,Current,10y 8m,Medium,Insurance,PROD110068,2024-07-07 00:00:00,232259,34838.85,Active,July,Q3,2024,Regular,Health,23
YESB32031006,Verma Solutions,Pawan Dalal,"Plot 339, DLF Phase 1, Gurgaon, HR",YESB0000655,06HPLIU6875U1Z0,1992-10-02,Male,Business Owner,1016955,GGN004,SME,300496,316740,Current,8y 7m,Medium,Fixed Deposit,PROD101371,2024-03-23 00:00:00,707165,3535.83,Pending,March,Q1,2024,FY End,,
YESB35152447,Sharma Solutions,Kuldeep Gupta,"Plot 99, DLF Phase 1, Gurgaon, HR",YESB0000655,06YKCLD1278J1Z2,1971-02-15,Female,Business Owner,8527534,GGN004,Corporate,2399347,2471777,Current,8y 1m,Medium,Mutual Fund,PROD118782,2024-03-10 00:00:00,293378,2933.78,Active,March,Q1,2024,FY End,,
YESB26577906,Dalal Enterprises,Naveen Chaudhary,"Plot 697, Sohna Road, Gurgaon, HR",YESB0000655,06TEVHA2432Z1Z9,1985-10-09,Female,Business Owner,7429482,GGN002,Corporate,1027526,1080833,Current,10y 1m,Medium,Insurance,PROD121524,2023-05-15 00:00:00,55723,8358.45,Active,May,Q2,2023,Regular,Life,8
YESB16159378,Saini Agencies,Sunil Dalal,"Plot 784, Udyog Vihar, Gurgaon, HR",YESB0000655,06VHDDK8062J1Z5,1995-03-10,Female,Business Owner,9228070,GGN001,Corporate,1240212,1126173,Current,4y 7m,Medium,,,,,,,,,,,,
